,feature,amplitude,percent_beyond_1_std,maximum,max_slope,median,median_absolute_deviation,percent_close_to_median,minimum,skew,std,period_fast,weighted_average,object_id,target,tflux_u,tflux_g,tflux_r,tflux_i,tflux_z,ra,decl,ddf_bool,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,true_target,true_submodel,true_z,true_distmod,true_lensdmu,true_vpec,true_rv,true_av,true_peakmjd,libid_cadence,tflux_u-g,tflux_g-r,tflux_r-i,tflux_i-z
10,0,35.709076,0.3920454545454545,34.641533,2995.8127938516363,4.5911375,6.4320795,0.5198863636363636,-36.776619,-0.0754546921930889,10.034216357729298,1092.2378750000005,4.876913433428807,7409.0,88.0,37.3,267.9,450.9,502.5,553.4,352.3987,-62.6967,1,3.445,0.518,1.261,42.352,0.02,88,1,3.443,47.386,0.0,0.0,0.0,0.0,59570.0,131,-230.59999999999997,-183.0,-51.60000000000002,-50.89999999999998
11,0,87.9098475,0.0942857142857142,163.559052,15532.731979442053,0.5518624999999999,1.654173,0.8885714285714286,-12.260643,3.932140600135768,24.849015377196945,723.0151618398615,6.41544018109632,7703.0,62.0,0.0,0.0,0.0,0.0,0.0,53.0859,-28.1222,1,0.083,0.082,0.226,37.857,0.007,62,1,0.082,37.859,0.0,10.3,0.0,0.0,60161.738,2,0.0,0.0,0.0,0.0
12,0,1590.092529,0.2757575757575757,613.967529,252159.8121445068,-23.5967915,180.86956,0.6757575757575758,-2566.217529,-1.992751022056754,436.4732589300699,10.540521689751326,-45.28846601739875,8784.0,16.0,7462.6,82741.2,96178.3,73582.1,48567.2,34.1016,-5.8292,1,0.0,0.0,0.0,-9.0,0.019,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,21,-75278.59999999999,-13437.100000000006,22596.199999999997,25014.90000000001
13,0,89.5288735,0.2934472934472934,113.083344,2737.6829683358183,43.046349,26.649783,0.3276353276353276,-65.974403,-0.4794307718773031,35.35776723815153,739.7798960138696,42.41979295630851,9184.0,88.0,1509.9,1591.3,2015.8,2121.6,2139.8,0.9494,-45.5867,1,1.403,1.272,0.497,44.746,0.013,88,1,1.401,45.008,0.0,0.0,0.0,0.0,59570.0,41,-81.39999999999986,-424.5,-105.79999999999995,-18.200000000000273
14,0,190.447988,0.2165242165242165,365.325134,24967.97233139605,1.124964,2.553266,0.7008547008547008,-15.570842,1.6302231504218598,112.54595792854968,555.798177083337,29.137258538226007,10321.0,95.0,0.0,0.0,0.0,0.0,0.0,358.3125,-44.9939,1,1.083,1.116,0.102,44.395,0.009,95,1,1.082,44.314,-0.007,279.9,3.1,0.02,60592.07,3,0.0,0.0,0.0,0.0
15,0,74.5355675,0.4472934472934473,122.420296,4728.110430065438,38.864391,31.227558,0.3048433048433048,-26.650839,0.2563322007058957,35.64592762728502,1067.1325000000068,38.64417902068845,10586.0,88.0,131.6,164.0,160.8,201.5,209.5,358.6364,-46.7685,1,0.605,0.602,0.015,42.747,0.008,88,1,0.604,42.758,0.0,0.0,0.0,0.0,59570.0,77,-32.400000000000006,3.1999999999999886,-40.69999999999999,-8.0
16,0,219.725853,0.2745098039215686,206.171448,9402.133556116863,18.150351,55.412882,0.4235294117647059,-233.280258,-0.3644216984413867,95.89456595184052,11.295408648762866,21.750595462859625,11165.0,16.0,189.5,2386.7,3037.7,2459.6,1679.9,150.9961,2.9855,1,0.0,0.0,0.0,-9.0,0.02,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,126,-2197.2,-651.0,578.0999999999999,779.6999999999998
17,0,110.5611565,0.1278409090909091,210.729507,18191.2766188111,1.293004,2.7257465,0.8352272727272727,-10.392806,2.6792751792881,44.4984975188903,325.5552533532045,11.46138379207108,11359.0,42.0,0.0,0.0,0.0,0.0,0.0,349.9662,-62.6967,1,0.153,0.142,0.007,39.128,0.021,42,2,0.15,39.272,-0.003,82.1,0.0,0.0,59692.484,39,0.0,0.0,0.0,0.0
18,0,3370.484009,0.5514285714285714,4030.413086,250066.65669539815,-714.9199525,906.443176,0.38,-2710.554932,0.9722917043055012,1324.0970724286365,31.12650531719829,-358.43149283332195,12695.0,92.0,1012.8,6358.9,7485.6,7421.9,7413.8,51.8555,-28.631,1,0.0,0.0,0.0,-9.0,0.009,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,27,-5346.099999999999,-1126.7000000000007,63.70000000000073,8.099999999999454
19,0,437.5606095,0.125,863.0672,31404.283976749397,1.7806095,2.989508,0.8721590909090909,-12.054019,3.604086740543963,151.79756327884155,325.3128443782579,22.584164984861346,13138.0,52.0,0.0,0.0,0.0,0.0,0.0,346.6552,-63.2605,1,0.076,0.519,0.216,42.36,0.019,52,1,0.074,37.633,-0.004,184.2,0.0,0.0,59749.563,17,0.0,0.0,0.0,0.0
20,0,74.010038,0.1314285714285714,134.971375,12721.081320505062,1.0735365,1.842178,0.8457142857142858,-13.048701,3.233489367837328,22.101725084251196,328.7450813322996,6.108657290901929,14279.0,52.0,0.0,0.0,0.0,0.0,0.0,54.668,-27.6159,1,0.343,0.573,0.452,42.617,0.009,52,1,0.341,41.282,-0.018,108.7,0.0,0.0,59834.148,72,0.0,0.0,0.0,0.0
21,0,212.0755635,0.4588235294117647,380.944916,11957.211283164914,103.473114,60.05459600000002,0.3607843137254902,-43.206211,0.3240881973289066,81.46941475387739,312.14601899196253,89.22713855916642,14539.0,88.0,249.8,257.8,331.0,393.1,642.5,150.6445,3.5833,1,0.288,0.236,0.043,40.359,0.018,88,1,0.29,40.865,0.0,0.0,0.0,0.0,59570.0,55,-8.0,-73.19999999999999,-62.10000000000002,-249.39999999999998
22,0,100.519394,0.0909090909090909,189.383469,18990.84893622702,0.931863,2.532982,0.9030303030303032,-11.655319,4.804226665371318,24.672581533792645,316.23907407407256,6.99769286326402,14674.0,90.0,0.0,0.0,0.0,0.0,0.0,33.75,-4.6305,1,0.201,0.057,0.418,37.017,0.019,90,1,0.2,39.951,0.001,-397.7,0.0,0.0,59762.926,28,0.0,0.0,0.0,0.0
23,0,52.5427035,0.1225071225071225,47.460426,4800.684144374084,9.46199,10.900837,0.4700854700854701,-57.624981,-1.1955023042377346,17.8686768843662,244.33485975958945,5.373226308181689,15700.0,16.0,23.0,256.3,298.7,229.1,151.2,359.4156,-46.7685,1,0.0,0.0,0.0,-9.0,0.009,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,36,-233.3,-42.39999999999998,69.6,77.9
24,0,2247.2939455,0.1450980392156863,744.520752,107123.92704241656,337.940216,159.17327899999998,0.8941176470588236,-3750.067139,-3.034680424374295,682.3122197910299,10.235398802395132,263.8128051578944,16349.0,16.0,727.8,11150.5,16381.5,14524.6,10501.6,150.8203,3.1349,1,0.0,0.0,0.0,-9.0,0.016,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,5,-10422.7,-5231.0,1856.8999999999996,4023.0
25,0,1943.425903,0.0628571428571428,49.125244,503314.6074678773,-0.3904585,11.220347,0.9542857142857144,-3837.726562,-7.263962025313511,331.3575713451277,7.543723782438657,-34.6390526571835,17094.0,16.0,2122.5,20014.1,20918.7,15087.0,9608.9,52.207,-28.2916,1,0.0,0.0,0.0,-9.0,0.007,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,87,-17891.6,-904.6000000000022,5831.700000000001,5478.1
26,0,119.0794635,0.1908831908831909,226.121658,14767.152333956175,1.011407,2.408441,0.7692307692307693,-12.037269,2.2179287814007367,51.41685473430851,440.5087719298275,11.755449075445464,17370.0,62.0,0.0,0.0,0.0,0.0,0.0,0.9494,-45.5867,1,0.314,0.339,0.418,41.264,0.013,62,2,0.311,41.051,0.003,114.9,3.1,0.104,60521.094,41,0.0,0.0,0.0,0.0
27,0,205.964662,0.3238636363636363,401.782379,10336.042519400517,95.26548,43.151327,0.4715909090909091,-10.146945,1.0458089031933917,76.26533843397517,448.0975897435902,92.19187820452387,18507.0,88.0,263.6,266.4,306.8,353.3,547.8,352.7113,-63.8237,1,0.375,0.346,0.023,41.313,0.024,88,1,0.375,41.52,0.0,0.0,0.0,0.0,59570.0,1,-2.7999999999999545,-40.400000000000034,-46.5,-194.49999999999994
28,0,849.4166084999999,0.1971428571428571,1685.755493,77287.5333757102,1.130404,3.0481815,0.7828571428571428,-13.077724,2.7698746292904524,366.4462031340421,721.7855442176849,48.13938602415903,18556.0,6.0,344.6,1001.1,1426.5,1552.6,1561.6,51.8555,-26.2768,1,0.0,0.0,0.0,-9.0,0.014,6,1,0.0,0.0,0.0,0.0,0.0,0.0,60232.637,110,-656.5,-425.4,-126.09999999999991,-9.0
29,0,549.933631,0.1606060606060606,1084.799316,75247.15627164407,1.1275725,2.6356595,0.8484848484848485,-15.067946,3.5744668430726096,176.03346681094865,310.4892727272712,18.220549450243546,18706.0,62.0,0.0,0.0,0.0,0.0,0.0,34.2773,-5.6792,1,0.171,0.177,0.016,39.656,0.02,62,2,0.169,39.551,-0.002,128.7,3.1,0.066,59770.438,90,0.0,0.0,0.0,0.0
30,0,259.1063315,0.2136752136752136,508.647766,32493.561550286544,0.871459,2.100588,0.7692307692307693,-9.564897,2.5219749451207165,107.59112484705923,439.1491769547355,18.02312503699189,19213.0,62.0,0.0,0.0,0.0,0.0,0.0,1.7532,-46.7685,1,0.125,0.148,0.009,39.24,0.014,62,1,0.125,38.843,0.001,-48.4,0.0,0.0,60512.523,22,0.0,0.0,0.0,0.0
31,0,141.1283995,0.1225071225071225,270.410736,13483.200136577048,0.915415,2.08882,0.8319088319088319,-11.846063,2.9721313510122847,49.21698954965354,293.9758953168064,13.670504102932954,19866.0,90.0,0.0,0.0,0.0,0.0,0.0,359.8148,-44.3998,1,0.261,0.288,0.023,40.851,0.009,90,1,0.261,40.612,-0.002,-199.6,0.0,0.0,59815.918,118,0.0,0.0,0.0,0.0
32,0,229.453144,0.2045454545454545,441.27536,22985.67337085458,1.087692,2.992795,0.75,-17.630928,1.807788097466122,86.92723491538253,319.1345142439741,25.385867679672405,20934.0,42.0,0.0,0.0,0.0,0.0,0.0,348.9084,-63.8237,1,0.1,2.57,1.214,46.621,0.018,42,2,0.1,38.323,-0.003,-177.9,0.0,0.0,59751.559,95,0.0,0.0,0.0,0.0
33,0,2289.2581175,0.2627450980392157,1262.541626,96500.11569366642,637.269531,356.06872500000003,0.6431372549019608,-3315.974609,-1.9803571977703425,896.9157637875772,11.37993395648576,386.9174965343611,22574.0,16.0,686.7,10721.8,15924.6,14205.4,10308.8,150.9961,2.9855,1,0.0,0.0,0.0,-9.0,0.02,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,126,-10035.099999999999,-5202.800000000001,1719.2000000000007,3896.6000000000004
34,0,31.7595755,0.403030303030303,4.560853,1941.7513638829632,-23.8558565,8.153766500000001,0.403030303030303,-58.958298,0.0333033909067533,10.77713913627305,347.6569625407149,-23.55771034102057,23299.0,88.0,145.1,177.0,171.6,213.0,223.3,33.2227,-4.7802,1,0.587,0.54,0.015,42.462,0.018,88,1,0.586,42.677,0.0,0.0,0.0,0.0,59570.0,91,-31.900000000000006,5.400000000000006,-41.400000000000006,-10.300000000000011
35,0,36.721144,0.388235294117647,57.067055,3540.696001118805,13.772752,8.606641,0.4235294117647059,-16.375233,0.4485371960217698,13.987186200671369,278.02726089785085,12.54459797551076,23373.0,88.0,39.0,49.3,50.6,65.6,71.5,150.1172,3.7328,1,0.544,0.564,0.204,42.574,0.02,88,1,0.546,42.489,0.0,0.0,0.0,0.0,59570.0,88,-10.299999999999997,-1.3000000000000043,-14.999999999999993,-5.900000000000006
36,0,35.6745175,0.1514285714285714,40.389408,3824.211185628127,-7.7721325,1.986826,0.9142857142857144,-30.959627,3.1219099060386597,5.970453409728089,21.776894658525265,-7.23085216087111,23795.0,65.0,15.2,73.2,230.5,1106.8,2412.0,51.8555,-26.2768,1,0.0,0.0,0.0,-9.0,0.014,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,110,-58.0,-157.3,-876.3,-1305.2
37,0,20.0512165,0.3696969696969697,-2.988918,2075.0045883261,-20.400384000000003,5.625096000000003,0.3727272727272727,-43.091351,-0.2569324700893454,8.524940348052013,351.08778782894564,-19.374499546749227,23931.0,88.0,86.0,105.1,100.6,121.4,126.2,32.6953,-4.9299,1,0.628,0.634,0.007,42.883,0.018,88,1,0.627,42.856,0.0,0.0,0.0,0.0,59570.0,4,-19.099999999999994,4.5,-20.80000000000001,-4.799999999999997
38,0,22.7168695,0.3372549019607843,-16.998394,1886.325412648616,-36.39378,5.126995000000001,0.4627450980392157,-62.432133,-0.5548038121001686,8.462070173057334,975.634474885837,-37.12080910367377,24193.0,88.0,233.7,268.8,290.0,324.7,385.1,152.0508,2.9855,1,2.096,1.394,0.252,44.992,0.019,88,1,2.099,46.083,0.0,0.0,0.0,0.0,59570.0,127,-35.10000000000002,-21.19999999999999,-34.69999999999999,-60.400000000000034
39,0,119.099588,0.0880681818181818,228.988586,9888.69207544028,1.209831,2.456413,0.8920454545454546,-9.21059,3.865274655004821,36.83398195536539,417.2828557784149,7.417659687855538,24592.0,90.0,0.0,0.0,0.0,0.0,0.0,349.9662,-62.6967,1,0.29,0.285,0.025,40.823,0.021,90,1,0.291,40.876,-0.003,14.7,0.0,0.0,60497.934,39,0.0,0.0,0.0,0.0
40,0,16.916266999999998,0.2142857142857142,13.542136,3927.444606719026,4.669131,3.1539270000000004,0.5285714285714286,-20.290398,-1.2056279518716275,4.875536988013807,14.716015950069307,5.321032768399984,24849.0,16.0,57.2,443.2,399.1,262.3,157.9,53.0859,-27.1119,1,0.0,0.0,0.0,-9.0,0.007,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,30,-386.0,44.099999999999966,136.8,104.4
41,0,302.942848,0.4085714285714286,207.808792,33293.04185649916,-334.1032715,36.70422400000001,0.9257142857142856,-398.076904,3.7678899872873552,50.51340830963007,14.750795912692857,-347.8593290471901,24903.0,65.0,366.0,1067.7,2365.2,7611.5,12818.2,52.0313,-26.4433,1,0.0,0.0,0.0,-9.0,0.014,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,89,-701.7,-1297.4999999999998,-5246.3,-5206.700000000001
42,0,67.5862905,0.2193732193732193,47.839138,14183.28514733884,0.730089,1.894262,0.9287749287749288,-87.333443,-0.9219504397225314,9.00789576104278,439.1491769547355,1.7985830713040751,25529.0,90.0,0.0,0.0,0.0,0.0,0.0,358.3125,-44.9939,1,0.284,0.579,0.218,42.645,0.009,90,1,0.284,40.817,0.001,-458.2,0.0,0.0,60428.699,3,0.0,0.0,0.0,0.0
43,0,339.44910450000003,0.1254901960784313,63.190689,29939.61932454053,-16.58931,32.160713,0.8156862745098039,-615.70752,-3.129795658851465,81.68344653037134,16.687281318337895,-37.64238587383768,25920.0,16.0,1784.1,18627.1,20746.4,15481.8,10062.8,150.6445,3.5833,1,0.0,0.0,0.0,-9.0,0.018,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,55,-16843.0,-2119.300000000003,5264.600000000002,5419.0
44,0,27.782821,0.3696969696969697,23.667166,1985.46348603284,-9.143204999999998,10.042432500000002,0.203030303030303,-31.898476,0.1530363407471566,11.528759829688395,922.0793736501035,-7.61122385709542,25925.0,88.0,123.5,140.2,147.3,180.1,179.7,35.332,-5.9792,1,1.733,1.707,0.132,45.536,0.022,88,1,1.73,45.573,0.0,0.0,0.0,0.0,59570.0,61,-16.69999999999999,-7.100000000000023,-32.79999999999998,0.4000000000000057
45,0,6537.0051265,0.5612535612535613,7950.507812,356748.8818959686,-286.264435,1709.119171,0.4216524216524216,-5123.502441,0.6508945669112627,2681.148918296754,8.153051284500103,-194.9426485767117,26161.0,92.0,2158.8,13841.1,20313.3,22244.6,22343.2,359.4156,-46.7685,1,0.0,0.0,0.0,-9.0,0.009,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,36,-11682.3,-6472.199999999999,-1931.2999999999993,-98.60000000000218
46,0,130.7425325,0.1058823529411764,41.838535,9925.308152071835,4.438838,16.563247,0.6627450980392157,-219.64653,-2.003147297815003,47.355513903941386,47.67156403391307,-8.525065016904076,26401.0,16.0,78.8,1059.4,1409.8,1171.5,812.8,151.6992,3.5833,1,0.0,0.0,0.0,-9.0,0.016,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,64,-980.6000000000001,-350.39999999999986,238.29999999999995,358.70000000000005
47,0,20.927732,0.4090909090909091,32.539532,1562.9005456530317,10.707495,5.254901,0.3863636363636363,-9.315932,0.1307247222259697,7.470597328165583,309.85471631205706,10.106279644137445,26531.0,88.0,54.4,135.0,159.3,163.7,199.1,351.259,-64.3862,1,2.531,2.432,0.279,46.476,0.02,88,1,2.53,46.58,0.0,0.0,0.0,0.0,59570.0,54,-80.6,-24.30000000000001,-4.399999999999977,-35.400000000000006
48,0,3494.435547,0.5686274509803921,4327.206055,213366.3823558591,-936.78595,813.617409,0.3725490196078431,-2661.665039,0.8622869052391597,1458.0178447408464,10.219488221929852,-395.0736067496803,26783.0,92.0,978.5,5890.4,7396.8,7715.7,7616.0,150.8203,1.6415,1,0.0,0.0,0.0,-9.0,0.02,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,60,-4911.9,-1506.4000000000005,-318.89999999999964,99.69999999999982
49,0,1807.8968505,0.2272727272727272,912.162842,243191.4569519524,60.225916,176.78513299999997,0.6846590909090909,-2703.630859,-2.213733784695962,638.178009789861,6.740336789163511,38.98110631594218,27124.0,16.0,7446.6,82533.9,95908.0,73388.9,48435.2,351.3,-62.3204,1,0.0,0.0,0.0,-9.0,0.018,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,32,-75087.29999999999,-13374.100000000006,22519.100000000006,24953.699999999997
50,0,28.816788000000003,0.1885714285714285,45.121456,3131.6373695819225,1.210919,2.348944,0.76,-12.51212,2.177953754493058,8.154943259700241,316.251788375558,4.212260392524366,27339.0,90.0,0.0,0.0,0.0,0.0,0.0,51.8555,-26.2768,1,0.143,0.162,0.023,39.456,0.014,90,1,0.144,39.163,-0.0,-31.3,0.0,0.0,59733.066,110,0.0,0.0,0.0,0.0
51,0,9810.6274415,0.6136363636363636,12028.020508,950306.2218394206,-604.4628905,2590.7558595,0.4090909090909091,-7593.234375,0.7226031060412287,4082.034372646981,15.13161604266964,-305.9413299600751,28391.0,92.0,3352.1,22243.6,26609.5,28831.0,28133.6,351.9536,-62.1322,1,0.0,0.0,0.0,-9.0,0.019,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,128,-18891.5,-4365.9000000000015,-2221.5,697.4000000000015
52,0,252.5778565,0.1228571428571428,492.30481,50730.6139661738,0.686638,1.997027,0.8714285714285714,-12.850903,3.6645984586837255,79.73884828715711,487.26739380022826,13.4779781083963,28636.0,67.0,0.0,0.0,0.0,0.0,0.0,51.8555,-28.631,1,0.174,0.441,0.337,41.936,0.009,67,1,0.172,39.593,0.005,175.4,0.0,0.0,60606.34,27,0.0,0.0,0.0,0.0
53,0,94.148411,0.3142857142857143,79.906258,4924.9900018256485,-3.1862665000000003,19.563879,0.4828571428571429,-108.390564,-0.4227627819288719,33.096654573194115,6.411994258951486,-11.115721792990962,28915.0,16.0,160.3,2569.9,3877.4,3487.1,2540.6,53.7891,-27.7844,1,0.0,0.0,0.0,-9.0,0.009,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,63,-2409.6,-1307.5,390.3000000000002,946.5
54,0,88.723224,0.1914285714285714,162.821884,15764.189611106798,0.859317,2.178306,0.7685714285714286,-14.624564,2.200509780261979,32.84156236183129,312.0661029411756,9.94893142850922,29252.0,42.0,0.0,0.0,0.0,0.0,0.0,51.8555,-28.631,1,0.144,0.142,0.023,39.138,0.009,42,1,0.145,39.18,-0.001,-426.9,0.0,0.0,59748.039,27,0.0,0.0,0.0,0.0
55,0,325.068823,0.131054131054131,616.976807,42574.00788334612,1.264351,2.67901,0.8660968660968661,-33.160839,3.7474255169279407,94.1835215767666,441.8768115942058,15.789458616580957,29416.0,90.0,0.0,0.0,0.0,0.0,0.0,1.6946,-45.1916,1,0.217,0.192,0.035,39.859,0.011,90,1,0.216,40.138,0.001,-281.3,0.0,0.0,60515.918,109,0.0,0.0,0.0,0.0
56,0,156.255142,0.3176470588235294,251.314682,4073.7393397153146,10.821613,43.904258,0.3843137254901961,-61.195602,0.7559965655333427,93.51986459737611,582.1905994550362,49.56973718104561,30191.0,88.0,2806.6,3234.6,3781.2,4584.2,4588.9,150.1172,2.2387,1,1.541,1.307,0.152,44.82,0.016,88,1,1.543,45.263,0.0,0.0,0.0,0.0,59570.0,26,-428.0,-546.5999999999999,-803.0,-4.699999999999818
57,0,229.6273195,0.3137254901960784,204.671616,8131.136819214462,2.617452,64.304507,0.4078431372549019,-254.583023,-0.1866219759457134,99.34067381390798,23.20920595263941,3.681056356767733,30505.0,16.0,192.4,2413.7,3064.5,2476.4,1690.5,151.1719,2.2387,1,0.0,0.0,0.0,-9.0,0.024,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,49,-2221.2999999999997,-650.8000000000002,588.0999999999999,785.9000000000001
58,0,17.967896500000002,0.4,-22.459494,2055.2832729882903,-48.9511185,4.686551999999999,0.3857142857142857,-58.395287,0.7484473380798391,6.651922784093592,14.752846913236889,-49.87591044415861,30576.0,65.0,49.1,119.5,287.3,1208.6,2580.2,51.8555,-27.9532,1,0.0,0.0,0.0,-9.0,0.008,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,35,-70.4,-167.8,-921.3,-1371.6
59,0,5266.4104005,0.6078431372549019,4499.947754,243113.90289598316,-700.904724,2379.241516,0.2352941176470588,-6032.873047,-0.0202228190900251,2668.869085866742,10.228294119054947,-169.46460154818146,31310.0,92.0,3864.5,23609.6,27993.3,28457.5,27760.4,149.2383,3.8824,1,0.0,0.0,0.0,-9.0,0.033,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,73,-19745.1,-4383.700000000001,-464.2000000000007,697.0999999999985
60,0,175.3794945,0.21875,341.588257,12597.196490344932,2.960052,3.8372615,0.7613636363636364,-9.170732,1.6716943393198582,87.13349956930666,501.0265481651381,29.282780495315382,31569.0,95.0,0.0,0.0,0.0,0.0,0.0,346.6552,-63.2605,1,1.013,1.003,0.012,44.108,0.019,95,1,1.012,44.133,0.001,174.8,3.1,0.103,59813.035,17,0.0,0.0,0.0,0.0
61,0,78.30478000000001,0.1761363636363636,145.084427,7275.72753064152,1.0393515,2.7089665,0.7642045454545454,-11.525133,2.131335067336265,25.28948189536774,326.77273747195244,9.49284793794912,31824.0,42.0,0.0,0.0,0.0,0.0,0.0,352.3987,-62.6967,1,0.184,0.084,0.331,37.925,0.02,42,2,0.182,39.727,-0.005,545.6,0.0,0.0,59746.313,131,0.0,0.0,0.0,0.0
