feature,amplitude,percent_beyond_1_std,maximum,max_slope,median,median_absolute_deviation,percent_close_to_median,minimum,skew,std,period_fast,weighted_average,object_id,target,tflux_u,tflux_g,tflux_r,tflux_i,tflux_z,tflux_y
0,41.711648,0.20392156862745098,30.658575,7027.488002220577,0.166696,1.781034,0.9137254901960784,-52.764721,-1.6997775680475882,6.276120780429245,9.114189736808362,0.6899561578545067,1926,65,16.6,130.6,450.4,2237.3,4903.2,8229.6
0,19.825879999999998,0.2706552706552707,21.651644,2990.9107152307956,0.912967,2.131452,0.7435897435897436,-18.000116,0.7760686366856392,4.791840376454976,317.83544303797675,2.0701146820637333,2072,90,0.0,0.0,0.0,0.0,0.0,0.0
0,116.094987,0.09375,214.805969,11371.007140003325,0.2627535,1.551999,0.90625,-17.384005,3.1463541409301614,36.131363186815065,746.8293162393168,9.534288826397901,2103,42,0.0,0.0,0.0,0.0,0.0,0.0
0,26.1585805,0.2621082621082621,35.218456,4693.0250014829235,0.700146,1.5559749999999997,0.7891737891737892,-17.098705,1.9710249842031802,5.713577645874045,607.1877667140866,1.0306494926156804,2300,42,0.0,0.0,0.0,0.0,0.0,0.0
0,19.319871499999998,0.4045584045584046,23.50779,3400.939472774286,0.493719,1.3902160000000001,0.8575498575498576,-15.131953,0.8339717872934943,3.3735618429696546,464.47551686616197,0.5679675184526085,2330,90,0.0,0.0,0.0,0.0,0.0,0.0
0,960.7546699999999,0.03125,1897.066772,156619.42882772736,0.0238405,2.36587,0.9943181818181818,-24.442568,17.143993557934426,104.17515079169841,6.53584582473148,1.3708954991957445,2624,65,56.4,441.7,1520.8,7549.5,16540.2,27756.7
0,143.6529425,0.10285714285714286,70.879387,10193.778708372738,-0.879244,3.8061455,0.92,-216.426498,-4.373812925652102,23.054834980395473,4.9850815166321985,-4.017456616898316,2677,16,169.8,2841.8,4410.2,4036.8,2970.1,1363.7
0,254.0915415,0.09090909090909091,491.293518,56494.20699880848,1.182631,2.3574815,0.9517045454545454,-16.889565,8.079063786513982,46.8012042549154,744.2847529812612,5.910309681997284,2922,67,0.0,0.0,0.0,0.0,0.0,0.0
0,28.6710085,0.2840909090909091,43.106094,1928.0223371784555,0.40306,1.817607,0.8664772727272727,-14.235923,2.7440092434029077,5.5048379457233825,428.328578431373,0.9334504022496785,3041,67,0.0,0.0,0.0,0.0,0.0,0.0
0,84.1737205,0.10588235294117647,154.806046,8967.077371745068,0.3272,1.7534939999999999,0.8705882352941177,-13.541395,2.8140385137722417,29.2012822615434,320.33575712143676,9.978412072131702,3285,42,0.0,0.0,0.0,0.0,0.0,0.0
0,24.8772705,0.2897727272727273,39.706257,2967.0005187358815,0.46022399999999997,1.680516,0.8153409090909091,-10.048284,3.047143937765519,6.059928016032838,726.9470049916811,0.6764043158497468,3423,95,0.0,0.0,0.0,0.0,0.0,0.0
0,16.464171,0.3764705882352941,17.009882,1722.161091127803,-3.529613,4.126296,0.43529411764705883,-15.91846,0.5453526295065371,6.108324039954515,1068.3197499999915,-3.1396407237575197,3489,88,39.6,41.2,47.9,46.2,43.2,49.8
0,82.019473,0.05128205128205128,144.096008,9217.175513522103,0.264442,1.3387930000000001,0.9658119658119658,-19.942938,6.582031899009948,16.139080425317644,444.1758584807522,1.4426969174426232,3910,62,0.0,0.0,0.0,0.0,0.0,0.0
0,60.086304500000004,0.3732193732193732,-15.595274,4383.770359036241,-68.480003,11.836981999999999,0.5014245014245015,-135.767883,-0.3079371071990886,22.502061156772957,799.3501872659227,-64.65683826093908,4088,88,174.7,190.5,182.7,222.2,239.6,376.7
0,66.9480885,0.07692307692307693,111.28688,10891.361695869817,0.551765,1.573109,0.9287749287749287,-22.609297,5.603502208569241,10.909039937798093,335.57625786163743,2.961883716129884,4132,42,0.0,0.0,0.0,0.0,0.0,0.0
0,79.10049049999999,0.06552706552706553,19.964363,20648.764863667544,5.382012,3.734311,0.9430199430199431,-138.236618,-5.6587921506598,13.00160180173872,131.6228800493379,3.064883441692317,4171,16,24.3,269.7,314.2,240.7,158.9,67.9
0,132.631068,0.13333333333333333,244.895813,14576.172718891557,1.877403,4.03542,0.7607843137254902,-20.366323,2.4348512467991283,44.555967676804535,741.8887152777719,22.052973274338125,4173,15,0.0,0.0,0.0,0.0,0.0,0.0
0,407.1193925,0.13675213675213677,775.901978,21896.033241257923,0.253371,1.6164129999999999,0.8660968660968661,-38.336807,3.466693488781999,102.6993072090817,735.9534482758669,13.541980723558956,4220,42,0.0,0.0,0.0,0.0,0.0,0.0
0,61.9974335,0.1607843137254902,112.362953,11487.421451626704,1.518819,2.91978,0.7568627450980392,-11.631914,2.5644301891649244,20.546444864448908,459.49236559139416,7.75008900903524,4389,90,0.0,0.0,0.0,0.0,0.0,0.0
0,70.1099415,0.125,121.370186,10015.937409548023,0.139631,1.8684319999999999,0.8522727272727273,-18.849697,2.753728841473666,25.823011897829886,749.3913379073762,7.511040287794381,4595,90,0.0,0.0,0.0,0.0,0.0,0.0
0,158.75768799999997,0.12424242424242424,307.736389,15952.370385378037,1.375398,2.5400305,0.8545454545454545,-9.778987,3.9853693320892485,41.008795110335996,481.310879368656,11.000682599645126,4819,90,0.0,0.0,0.0,0.0,0.0,0.0
0,371.27797,0.1846590909090909,727.870422,43981.34721103948,2.594809,3.669077,0.8068181818181818,-14.685518,2.817372309597404,130.3045851026199,423.34801356589185,23.57095324720186,5527,42,0.0,0.0,0.0,0.0,0.0,0.0
0,113.4162325,0.09393939393939393,212.758926,9454.588687715255,0.6183305,1.910994,0.8787878787878788,-14.073539,3.459201708793939,38.142516749224846,237.7075445434287,7.475733622345218,6180,90,0.0,0.0,0.0,0.0,0.0,0.0
0,79.8581105,0.08262108262108261,122.628693,14510.351026745519,0.047412,1.346742,0.9715099715099715,-37.087528,7.566251252399253,9.275080537258525,11.392164189063035,1.0877941465497418,6266,65,3.5,33.5,95.5,350.2,603.1,773.0
0,20.3811525,0.2727272727272727,29.839216,2387.1248045957004,0.673678,1.8731550000000001,0.78125,-10.923089,2.1923244500666916,5.121808018330104,734.2775630252106,1.434007989063494,6762,90,0.0,0.0,0.0,0.0,0.0,0.0
0,39.743731000000004,0.06363636363636363,69.707687,5001.922107117326,0.26541499999999996,1.4802005,0.906060606060606,-9.779775,3.960450381620955,11.414170962025151,386.00610307413916,3.510798439348995,6947,90,0.0,0.0,0.0,0.0,0.0,0.0
0,1294.5234925,0.18,2576.682373,93034.1764701574,0.6555075,1.7621355,0.8228571428571428,-12.364612,2.3383280217706797,573.4243897152918,324.7206579954084,11.824523848085757,7033,42,0.0,0.0,0.0,0.0,0.0,0.0
0,96.2986315,0.09943181818181818,177.272415,10449.667529844945,1.0733505,2.5227690000000003,0.8835227272727273,-15.324848,3.6592086827674772,27.22187425816667,341.05788446526185,6.9930623776068215,7164,90,0.0,0.0,0.0,0.0,0.0,0.0
0,2066.6016234999997,0.49002849002849,1993.561401,102948.94919494179,-678.917236,569.897751,0.37037037037037035,-2139.641846,0.6292619847848633,904.0955820565241,479.0718294051659,-338.896881952029,7315,88,4815.0,5077.3,6473.4,10043.0,10352.3,11928.5
0,35.709075999999996,0.39204545454545453,34.641533,2995.8127938516363,4.5911375,6.4320794999999995,0.5198863636363636,-36.776619,-0.07545469219308899,10.034216357729298,1092.2378750000005,4.876913433428807,7409,88,37.3,267.9,450.9,502.5,553.4,530.6
0,47.708469,0.08262108262108261,36.519939,4732.917001495529,-0.096309,1.700953,0.9173789173789174,-58.896999,-3.2899177667106327,9.527090872296835,218.78677601230288,-2.8575753364585594,7566,16,25.0,278.6,324.8,248.9,164.4,70.2
0,13.7595165,0.35795454545454547,14.836452,1532.4165519886574,0.651143,1.675892,0.6789772727272727,-12.682581,0.35517094728723814,3.672300128025779,321.01039676708336,0.9319466923203689,7698,90,0.0,0.0,0.0,0.0,0.0,0.0
0,87.9098475,0.09428571428571429,163.559052,15532.731979442051,0.5518624999999999,1.6541730000000001,0.8885714285714286,-12.260643,3.9321406001357677,24.849015377196945,723.0151618398615,6.4154401810963195,7703,62,0.0,0.0,0.0,0.0,0.0,0.0
0,198.4564335,0.043137254901960784,13.876917,50371.14449235633,0.11565,2.244613,0.9607843137254902,-383.03595,-8.274953944933714,32.726971663914064,8.005543378482114,-4.744912084325979,7756,16,242.3,2044.2,1956.0,1332.3,820.1,334.3
0,19.624769,0.28774928774928776,23.977371,2138.859891127764,0.213561,1.3016869999999998,0.8632478632478633,-15.272167,1.9675898292983505,3.9674291957648626,773.2844202898601,0.3799066859828045,8328,90,0.0,0.0,0.0,0.0,0.0,0.0
0,501.02943999999997,0.051515151515151514,984.697327,80490.22371511483,0.47493050000000003,2.5699864999999997,0.9818181818181818,-17.361553,11.53074250209571,76.4381323193437,78.62297421731085,3.2194044362998064,8688,65,26.8,207.4,712.1,3531.1,7730.7,12968.6
0,30.609939499999996,0.125,38.014236,2960.1902589973306,0.162949,1.4830545,0.9034090909090909,-23.205643,3.4118066759771124,5.162640013790998,66.38734994681667,0.9588633008278288,8745,90,0.0,0.0,0.0,0.0,0.0,0.0
0,1590.092529,0.27575757575757576,613.967529,252159.8121445068,-23.596791500000002,180.86955999999998,0.6757575757575758,-2566.217529,-1.9927510220567541,436.4732589300699,10.540521689751326,-45.28846601739875,8784,16,7462.6,82741.2,96178.3,73582.1,48567.2,20736.6
0,35.8908645,0.3515151515151515,53.105583,4323.948000549135,-0.1336625,1.4532835,0.9333333333333333,-18.676146,4.238411275670282,4.752739845258444,18.698438594954357,0.14952393006911172,9006,65,6.6,42.4,113.8,757.8,1782.3,3034.3
0,95.6971535,0.014204545454545454,178.506302,16358.91116472552,0.1968835,1.3459444999999999,0.9943181818181818,-12.888005,14.65885086586292,10.358705737008867,15.023904745529592,1.3202593810248209,9172,65,1.0,6.5,17.6,117.2,275.8,469.6
0,89.5288735,0.2934472934472934,113.083344,2737.6829683358183,43.046349,26.649783,0.32763532763532766,-65.974403,-0.4794307718773031,35.35776723815153,739.7798960138696,42.41979295630851,9184,88,1509.9,1591.3,2015.8,2121.6,2139.8,2071.1
0,354.76496499999996,0.12571428571428572,692.503479,26832.896694784213,0.9161375,1.8844714999999999,0.8742857142857143,-17.026451,3.323314887317308,115.77416081804134,246.03472463768045,12.100224316174335,9203,90,0.0,0.0,0.0,0.0,0.0,0.0
0,20.5563155,0.1875,30.939184,3515.410392049931,-0.0124005,1.6131440000000001,0.8267045454545454,-10.173447,2.4936517272021734,4.313962993141908,13.67690802654647,0.4361464699168738,9543,65,7.9,39.5,106.9,809.0,2129.4,3994.6
0,67.529536,0.09090909090909091,124.759018,8207.868547816253,0.414452,1.5829895,0.9333333333333333,-10.300054,5.424926207700077,15.74066843602527,323.9171092564476,2.436292073366031,9936,42,0.0,0.0,0.0,0.0,0.0,0.0
0,887.364736,0.023529411764705882,1753.802979,30946.124277947638,-1.701724,1.8074249999999998,0.9764705882352941,-20.926493,7.49160238380426,184.92184332091725,30.74965100381354,1.5564803201328519,9985,65,21.8,159.1,542.0,2680.0,5863.9,9833.5
0,190.447988,0.21652421652421652,365.325134,24967.97233139605,1.124964,2.553266,0.7008547008547008,-15.570842,1.6302231504218598,112.54595792854968,555.798177083337,29.137258538226007,10321,95,0.0,0.0,0.0,0.0,0.0,0.0
0,30.14206,0.15714285714285714,48.516136,4940.298829928948,0.5985725,1.445466,0.8742857142857143,-11.767984,3.3540388642927073,8.13826709288144,724.2489761092129,1.10649593254124,10337,90,0.0,0.0,0.0,0.0,0.0,0.0
0,74.031246,0.09393939393939393,127.704475,9969.766977379912,-0.273937,1.4808634999999999,0.9757575757575757,-20.358017,10.473028431851416,8.63712254517843,332.49435358255295,0.25532421900951513,10349,65,6.5,42.1,113.2,754.4,1776.3,3026.2
0,58.9747945,0.11142857142857143,102.867645,8086.2386872080215,0.4857555,1.4408045,0.8714285714285714,-15.081944,2.7653036341103063,23.3476500924975,246.03472463768045,6.247878181912235,10478,90,0.0,0.0,0.0,0.0,0.0,0.0
0,74.5355675,0.4472934472934473,122.420296,4728.110430065438,38.864391,31.227558000000002,0.30484330484330485,-26.650839,0.2563322007058957,35.64592762728502,1067.1325000000068,38.64417902068845,10586,88,131.6,164.0,160.8,201.5,209.5,258.2
0,135.4338865,0.14857142857142858,260.094116,17901.707769793895,0.6108755,1.6371030000000002,0.8285714285714286,-10.773657,2.5231237646143865,61.8561646347311,414.86793743890394,16.113756842281294,10757,52,0.0,0.0,0.0,0.0,0.0,0.0
0,56.8723395,0.12,99.93013,8425.97263470238,0.0028125,1.0622315000000002,0.9828571428571429,-13.814549,10.935162779082757,6.479311014412705,386.17825295723276,0.19941807248418905,10796,65,1.0,7.9,27.3,135.2,295.9,496.2
0,57.518958999999995,0.13920454545454544,95.343452,5707.3871414247415,0.471259,1.499789,0.9005681818181818,-19.694466,4.526033298086074,12.593244390952961,418.4819444444448,1.976874317795582,10798,42,0.0,0.0,0.0,0.0,0.0,0.0
0,219.725853,0.27450980392156865,206.171448,9402.133556116865,18.150351,55.412882,0.4235294117647059,-233.280258,-0.3644216984413867,95.89456595184052,11.295408648762866,21.750595462859625,11165,16,189.5,2386.7,3037.7,2459.6,1679.9,734.1
0,110.56115650000001,0.1278409090909091,210.729507,18191.2766188111,1.293004,2.7257464999999996,0.8352272727272727,-10.392806,2.6792751792881,44.4984975188903,325.5552533532045,11.461383792071079,11359,42,0.0,0.0,0.0,0.0,0.0,0.0
0,141.79631949999998,0.10857142857142857,274.963806,12129.457139812974,0.5324709999999999,1.863731,0.8571428571428571,-8.628833,3.3517342775626036,47.065959735044736,718.1216582064276,9.935645544167105,11507,90,0.0,0.0,0.0,0.0,0.0,0.0
0,64.5863655,0.10511363636363637,116.607346,7553.344476484167,0.1009235,1.577271,0.9630681818181818,-12.565385,6.739135535223906,11.70240400960316,110.55039220647782,0.8563924796548441,11770,62,0.0,0.0,0.0,0.0,0.0,0.0
0,31.175553,0.2196078431372549,51.383183,4994.239212377634,1.229051,2.420982,0.7647058823529411,-10.967923,2.4071188250351003,8.879959841788756,739.321626297572,3.2301167447431367,11773,52,0.0,0.0,0.0,0.0,0.0,0.0
0,70.323965,0.09411764705882353,124.553711,5849.570458109587,0.22284,1.6792749999999999,0.9803921568627451,-16.094219,9.498508971992285,10.049069193036988,13.168810477657836,0.5277904713780753,11931,65,4.1,32.5,112.0,556.1,1218.7,2045.5
0,59.801048,0.4017094017094017,102.917625,13326.652432782445,0.44614,1.687734,0.9743589743589743,-16.684471,9.632356700732041,6.835945174453125,891.1336116910287,0.6047052335712655,11978,90,0.0,0.0,0.0,0.0,0.0,0.0
0,3370.484009,0.5514285714285714,4030.413086,250066.65669539818,-714.9199525,906.443176,0.38,-2710.554932,0.9722917043055013,1324.0970724286365,31.126505317198294,-358.43149283332195,12695,92,1012.8,6358.9,7485.6,7421.9,7413.8,7362.2
0,25.011589,0.3778409090909091,35.034027,3651.7272420096565,0.09666350000000001,1.3846615,0.8977272727272727,-14.989151,2.147640033707343,3.825203944442293,13.811372617203569,0.18351092254362364,12872,65,1.5,11.8,40.7,202.0,442.4,742.2
0,326.3252685,0.12549019607843137,639.654846,28519.975800045773,1.572964,3.7454229999999997,0.8470588235294118,-12.995691,3.53184761099647,99.0694216569105,741.8887152777719,23.277867900173526,13079,90,0.0,0.0,0.0,0.0,0.0,0.0
0,437.5606095,0.125,863.0672,31404.283976749393,1.7806095,2.989508,0.8721590909090909,-12.054019,3.604086740543963,151.79756327884155,325.3128443782579,22.584164984861346,13138,52,0.0,0.0,0.0,0.0,0.0,0.0
0,51.3680515,0.12,87.13546,6416.627239220691,0.9437420000000001,1.9238935000000001,0.8371428571428572,-15.600643,2.7555149533999157,17.34566182781966,304.673295046661,5.791029355508145,13194,90,0.0,0.0,0.0,0.0,0.0,0.0
0,112.5684225,0.10588235294117647,168.572449,11375.303809115901,1.08594,2.220354,0.8705882352941177,-56.564396,2.910920137698158,30.954751935823314,248.44645348837022,11.287577279530394,13459,90,0.0,0.0,0.0,0.0,0.0,0.0
0,65.266775,0.08484848484848485,112.491455,11212.627140043074,1.085688,2.255186,0.8848484848484849,-18.042095,4.318731651166598,15.826850642965109,718.7251683501647,4.337652486943746,13482,90,0.0,0.0,0.0,0.0,0.0,0.0
0,39.383785,0.12535612535612536,61.047405,11024.090523366283,0.710037,1.643621,0.8888888888888888,-17.720165,3.773490323789328,8.751997895417114,332.95865834633605,2.2224492790854065,13504,90,0.0,0.0,0.0,0.0,0.0,0.0
0,53.6529435,0.09411764705882353,85.944977,5359.386001693483,-0.035361,1.967201,0.9333333333333333,-21.36091,5.06086274383628,9.751149082956973,382.5675022381349,1.223646463331617,14080,65,22.0,201.0,590.3,1804.6,2931.6,3666.7
0,239.333027,0.03142857142857143,462.104309,26593.127167605428,1.1471575,2.105321,0.98,-16.561745,10.981627152167787,35.32523521253971,26.429810686262222,2.8957769744098814,14156,65,80.6,752.2,2214.4,6778.7,11007.7,13759.9
0,74.010038,0.13142857142857142,134.971375,12721.081320505062,1.0735365,1.842178,0.8457142857142858,-13.048701,3.2334893678373278,22.101725084251193,328.7450813322996,6.108657290901929,14279,52,0.0,0.0,0.0,0.0,0.0,0.0
0,21.263651,0.24786324786324787,26.740728,3063.3609221881916,0.704002,1.787739,0.7777777777777778,-15.786574,1.4486605580281766,5.230421945045698,317.59895833333536,1.4520312042596224,14398,90,0.0,0.0,0.0,0.0,0.0,0.0
0,212.0755635,0.4588235294117647,380.944916,11957.211283164914,103.473114,60.05459600000002,0.3607843137254902,-43.206211,0.32408819732890665,81.46941475387739,312.14601899196253,89.22713855916642,14539,88,249.8,257.8,331.0,393.1,642.5,603.1
0,162.98786099999998,0.12535612535612536,310.562775,7930.565452555093,0.406461,1.422225,0.8632478632478633,-15.412947,2.6940572304812096,65.30009253013473,327.0904214559408,13.266273762134166,14553,95,0.0,0.0,0.0,0.0,0.0,0.0
0,14.488641000000001,0.36363636363636365,15.642279,1858.5275012122581,0.505553,1.524588,0.7303030303030303,-13.335003,0.3164789390518833,3.537311257680027,715.1134840870986,0.6972877179007975,14601,90,0.0,0.0,0.0,0.0,0.0,0.0
0,100.51939399999999,0.09090909090909091,189.383469,18990.84893622702,0.931863,2.532982,0.9030303030303031,-11.655319,4.804226665371318,24.672581533792645,316.23907407407256,6.99769286326402,14674,90,0.0,0.0,0.0,0.0,0.0,0.0
0,82.40216050000001,0.036931818181818184,151.980759,3846.0094795542363,0.265756,1.4325635,0.9659090909090909,-12.823562,5.920883630955357,18.2264304856007,390.0849553571432,2.2087971278985625,14983,90,0.0,0.0,0.0,0.0,0.0,0.0
0,114.493644,0.09943181818181818,215.012558,9341.619218434722,0.9148095,2.2150455,0.9176136363636364,-13.97473,5.298157156725252,24.302328265035936,741.7574702886252,5.054659464259728,15002,90,0.0,0.0,0.0,0.0,0.0,0.0
0,34.798097,0.08484848484848485,62.179646,6971.890390646629,0.7741615,1.7755005,0.9090909090909091,-7.416548,4.19786390961045,9.677734052130697,417.3242913000957,2.0212954976519497,15251,90,0.0,0.0,0.0,0.0,0.0,0.0
0,936.108015,0.03977272727272727,1856.785889,50888.15037009908,0.4769545,2.0051905,0.9857954545454546,-15.430141,8.73756863879833,171.78119030410178,735.513720538721,3.3281262615855165,15475,65,20.7,206.0,588.0,2158.4,3716.1,4763.8
0,49.033389,0.045454545454545456,15.632116,10882.188546247304,0.124418,1.406474,0.9573863636363636,-82.434662,-7.710048156649438,7.279506101431453,20.601459423775193,-0.9367378608230021,15626,16,54.6,404.4,353.3,228.5,136.4,54.5
0,197.82526399999998,0.13675213675213677,290.242401,15442.04471916516,0.675418,1.8929179999999999,0.8547008547008547,-105.408127,2.994031901807672,52.98929739849755,717.4000000000048,11.835363493865986,15674,90,0.0,0.0,0.0,0.0,0.0,0.0
0,52.5427035,0.1225071225071225,47.460426,4800.684144374084,9.46199,10.900837,0.4700854700854701,-57.624981,-1.1955023042377346,17.8686768843662,244.33485975958945,5.373226308181689,15700,16,23.0,256.3,298.7,229.1,151.2,64.6
0,44.3206455,0.14,75.335854,3087.253287662479,0.2779215,1.2862325000000001,0.8571428571428571,-13.305437,2.8689230525223417,14.573154202940152,246.03472463768045,3.2726454476721702,15718,52,0.0,0.0,0.0,0.0,0.0,0.0
0,118.65949499999999,0.14857142857142858,229.540878,13576.264801787525,0.6429415,1.8312025,0.8085714285714286,-7.778112,2.551309287686488,47.10361879693307,515.6863912515173,14.53856399960298,15845,90,0.0,0.0,0.0,0.0,0.0,0.0
0,118.55049149999999,0.10588235294117647,171.446869,11196.699598694368,0.950673,2.334996,0.8666666666666667,-65.654114,2.805364006591216,32.53807196889612,248.01387115496038,12.081579926291464,15968,90,0.0,0.0,0.0,0.0,0.0,0.0
0,1211.402796,0.03428571428571429,17.401295,315844.8267883869,0.011996,4.2704495,0.9657142857142857,-2405.404297,-7.04054082319967,268.5955789846172,43.26298674821598,-18.301032351244046,16339,16,2254.7,20234.3,20237.2,14158.8,8848.1,3642.8
0,2247.2939455,0.1450980392156863,744.520752,107123.92704241656,337.940216,159.17327899999998,0.8941176470588236,-3750.067139,-3.034680424374295,682.3122197910299,10.235398802395133,263.81280515789433,16349,16,727.8,11150.5,16381.5,14524.6,10501.6,4765.2
0,57.915643,0.3137254901960784,26.311884,12428.493718212925,0.771787,1.882281,0.9647058823529412,-89.519402,-7.310080805565677,7.2703419914607545,466.0064340239876,1.5623718428529207,16463,90,0.0,0.0,0.0,0.0,0.0,0.0
0,63.5313015,0.07122507122507123,69.99157,7875.983431060116,0.3855,1.465306,0.9316239316239316,-57.071033,3.0059221101258102,11.204840935924617,735.9534482758669,3.1924001408848834,16496,52,0.0,0.0,0.0,0.0,0.0,0.0
0,80.4119215,0.10285714285714286,143.594223,11024.388958272133,0.6465845,1.653962,0.9057142857142857,-17.22962,4.167698258291819,21.175031776970908,721.7855442176849,3.434214637341747,16802,90,0.0,0.0,0.0,0.0,0.0,0.0
0,56.8887685,0.043137254901960784,102.602806,14256.56686164771,0.468796,1.5667069999999998,0.9529411764705882,-11.174731,5.522215496400439,12.694246755887,375.17813871817094,3.300387211231685,16983,90,0.0,0.0,0.0,0.0,0.0,0.0
0,1943.4259029999998,0.06285714285714286,49.125244,503314.60746787733,-0.39045850000000004,11.220347,0.9542857142857143,-3837.726562,-7.2639620253135115,331.3575713451277,7.543723782438657,-34.6390526571835,17094,16,2122.5,20014.1,20918.7,15087.0,9608.9,4007.2
0,2466.7556425000002,0.06857142857142857,17.611383,155060.23998393593,-0.383247,3.9159049999999995,0.9314285714285714,-4915.899902,-4.842331263227194,660.4078303093648,14.381901050491319,-34.19588325258183,17172,16,1431.1,16766.0,20269.8,15874.2,10618.6,4573.0
0,112.05234349999999,0.11372549019607843,208.06398,11120.956056754016,0.519517,1.918243,0.8666666666666667,-16.040707,3.092415962931516,39.55380304652582,299.6689340813441,10.735954983726309,17285,90,0.0,0.0,0.0,0.0,0.0,0.0
0,19.8749515,0.2840909090909091,28.099474,3039.0857135229853,0.785457,2.220478,0.7244318181818182,-11.650429,1.3347136909097297,4.810247401405847,748.1081335616444,1.6468897353371506,17366,90,0.0,0.0,0.0,0.0,0.0,0.0
0,119.0794635,0.1908831908831909,226.121658,14767.152333956175,1.011407,2.408441,0.7692307692307693,-12.037269,2.2179287814007367,51.41685473430851,440.5087719298275,11.755449075445465,17370,62,0.0,0.0,0.0,0.0,0.0,0.0
0,109.00074649999999,0.11142857142857143,206.027359,10806.077635584661,0.265865,1.6210305,0.8685714285714285,-11.974134,3.0615904904090856,39.48049234453348,327.98292117465127,9.951679175960827,17515,90,0.0,0.0,0.0,0.0,0.0,0.0
0,138.63993,0.1168091168091168,257.242737,14974.60597026775,0.664238,1.569853,0.8490028490028491,-20.037123,3.0601596703431486,51.364051564554195,245.45888441633284,11.935980340229392,18029,90,0.0,0.0,0.0,0.0,0.0,0.0
0,205.964662,0.32386363636363635,401.782379,10336.042519400517,95.26548,43.151326999999995,0.4715909090909091,-10.146945,1.0458089031933917,76.26533843397517,448.0975897435902,92.19187820452389,18507,88,263.6,266.4,306.8,353.3,547.8,527.0
0,849.4166084999999,0.19714285714285715,1685.755493,77287.5333757102,1.130404,3.0481815,0.7828571428571428,-13.077724,2.7698746292904524,366.44620313404204,721.7855442176849,48.13938602415903,18556,6,344.6,1001.1,1426.5,1552.6,1561.6,1560.0
0,23.507430000000003,0.4045584045584046,14.542692,5633.9084303516565,-0.039222,1.218404,0.8774928774928775,-32.472168,-1.6950319453992295,3.5276420999630163,419.71779744346395,0.14455690348990216,18645,62,0.0,0.0,0.0,0.0,0.0,0.0
0,549.933631,0.1606060606060606,1084.799316,75247.15627164407,1.1275725,2.6356595,0.8484848484848485,-15.067946,3.5744668430726096,176.03346681094865,310.4892727272712,18.220549450243546,18706,62,0.0,0.0,0.0,0.0,0.0,0.0
0,225.71688450000002,0.14488636363636365,436.69632,19833.80648852874,0.9445275,2.2130004999999997,0.8267045454545454,-14.737449,3.1167636016039117,68.55914255068312,462.32291005291046,17.995385553095385,18937,90,0.0,0.0,0.0,0.0,0.0,0.0
0,55.32053,0.21176470588235294,96.830788,10308.087288971481,1.03013,2.1561630000000003,0.9058823529411765,-13.810272,5.4458347806025165,8.78655282464049,738.044732297058,3.004325419344074,18952,90,0.0,0.0,0.0,0.0,0.0,0.0
